0	4680	СТУК

5380	5920	Да.

6420	7360	Это борода.

8020	11020	Я уже спрашивал вас в моем СИГРАМ Каналии.

11020	13900	Вы сказали океи, го, вот только так надо снимать.

14080	14800	А через просидю вас,

14840	16580	зрители новичевых, как вам моя борода.

16820	17840	Прошу вас и не ругать,

18260	19730	она молода, она стесняется.

19940	23100	Я очень неловко и очень неловко прямо сейчас.

24450	25460	И как видите,

25780	26960	у меня даже тримеры ты не был.

27060	27980	Я не был готов, бороде.

28540	30380	Вообще напишите, как моя борода, а я начинаю выпуск.

31520	33240	И у меня для вас вопрос,

33360	35240	кто из вас был в омске.

35340	37200	Даже если вы не были там не дня,

37280	39880	вы легко запомните с хему их не тро.

40460	40980	Вот она.

41480	43180	Библиотека имени пушкина.

43600	46020	Да, всего одна станция, и с нее никуда не уедешь,

46180	48020	и да не от куда не выберешься.

48140	50120	Затевнее побелечку не получится.

50360	50880	Ведь она

52320	52980	законсировирована в Москве.

53200	53980	Такой проблем и нет.

54120	57020	Здесь открывается до десяти станции каждый год.

57380	59880	Вот не поверите, но я, когда захожу в метро до сих пор,

59940	63200	ориентируюсь вот по этой схеме из 2010-го с одной кольцевой.

63340	65000	Хотя на самом деле метро выглядит вот так,

65220	66220	и это за 15 лет.

66520	67040	А вот так,

67040	69260	подземка должна выглядеть в 2000-м году.

69340	71060	Представьте целый отдел инженеров.

71420	71700	Сидит,

71880	74720	это сочиняет кулдабы и впихнуть очередную ветку.

75500	79560	Им нужны учить в плотность населения нагрузку на транспорте Особнительон шавта.

80300	82560	Сложная лагистическая задача,

83000	83420	с которой

84340	85920	справится даже...

85920	86020	Плеси.

86380	89400	Итак, в вашем вниманию физором много главой.

89460	90060	Слизивикой,

90060	92580	главная звезда, науч попо последних десят лет.

92960	93740	Это не растение.

94100	95860	Не животное и даже не гриб.

96400	98860	Он что-то вроде амёбы, который доказывает,

99340	100620	что чтобы быть умным.

101140	101800	Не нужен мозг.

102240	102720	Услизивика,

103020	103640	его тупанет.

104060	108520	Но он за сутки выспроязвял машуты всех железных дорог вокруг токе,

108600	109160	а только в думайтесь.

109380	110220	Аккуна-то сделал?

111240	112360	Просто хотел есть.

112740	115900	Слизивик любит овсянку и не любит солнечный свет.

116140	118080	Эти два факта учёны и использовали.

118420	119660	Они взяли карту токе.

119980	122140	В местах станции городов разложили офсянку,

122460	123800	а там где горы и озера,

124000	127100	через которые нельзя строить светили слизивику и ярким светом.

127480	128620	Уже через несколько часов,

128820	131380	в слизивик начал тянуть кейде своей цеплазменной тяже.

131940	132700	Постипенно.

133180	135480	Он заполнил все пространство виновсшего еду.

135980	139700	Вместе с питательными веществами внутреннего стало перетекать информация.

140180	143540	Совсем скоро из всех маршрутов остались только кратчайшие,

143900	145880	а остальные буквально растворились.

146300	147140	Карта готова.

147440	150600	Когда ее наложение на существующую сетху железных дорог в токе,

150680	153500	оказалось, что они почти полностью совпали.

153900	154300	То есть то,

154540	156140	что инженер, проектировали годами,

156640	158040	слизивик воспроязвивал засутки.

158940	159660	А как это возможно?

160860	161380	Дело в том,

161680	164180	что ты за у людей и амёб были похожими.

164540	166360	У инженеров задачи проложить линии,

166540	168120	затратив не ему материалов.

168620	172180	У слизивикат добраться до еды используя минимум своего тела.

172540	175040	Это как ночью дойти до холодильника не включаем мозг,

175440	177260	ведь у слизивика мозг и нет.

177820	179400	Пока мы думаем, физорум действует.

179960	183240	По такому же принципу он воспроязвивал железные дороги британи,

183500	186240	испани, португали и кучи других стран.

186580	188640	Его даже хотели использовать как архиолога.

188800	188900	Показывать,

189560	191320	если звику карту Ривской империи,

191460	194460	а он предсказывает, как могла бы выглядеть дорогами между городами.

194760	197600	В этих местах вы устраивает и раскопки и находите.

197920	200180	Тут самый дорогу, который предсказал слизивик.

200600	202020	Хоть в лаберинте его заточить,

202200	203460	он всё равно найдет из него выход.

203840	206540	Они слишком немного для одной амёпы переростка.

206840	208080	А кто вам сказал,

208280	209020	что она здесь одна?

209460	211540	Физорум неспростанно называют многоглавом.

212160	214660	Когда-то это ложится плесени,

215020	216700	состояла из миллионов отдельно хосабиль.

217140	218980	Эти белые точки, тупые амёбы,

219400	221280	которые бегают туда сюда пожарая субстрад.

221600	224880	Но когда еда заканчивается и наступает тяжелое времена,

225440	227380	они стекаются в единой организм.

227880	228600	Слизивика,

228880	230160	и вот он уже не так глуп,

230560	233720	строит маршруты и даже обладает подобие им памяти.

234120	237560	Думаете, слизивик, способен на интеллектуальный подвиги только радииды?

238720	239280	Ах, в шевинисты,

239600	240580	вы его не дается и не выйти.

241060	241800	Он способен ещё.

242140	242930	И ради размножения.

243160	243260	Поэтому,

243940	245860	когда он чувствует, что конец близок,

246240	249420	он отращивает на теле капсулы с потомством похожие на грибы.

249780	251460	Но трених единственные клетки,

251860	255620	которые выживут, они легкие и ветер унесёт их в другую часть леса.

255920	256400	Подальше,

256780	259060	одерьмо в ухусловии, в которых жил слезивик.

259200	259900	Теперь его дети,

260260	261060	тупые амёбы,

261400	263320	проживут лучшую жизнь, чем он сам.

263620	265940	А вот теперь самое время задаться вопросом.

267900	270360	Что вообще происходит?

270800	271480	Почему это веден,

271540	272800	называется рывой интеллект?

273040	274120	А вы, несколько минут,

274520	276760	слушайте, захватывающую историю про слезивик,

276940	277240	а?

277240	280000	Всё потому, что рывы мы интеллекта называют его поведение.

280980	287080	И для рывого интеллекта не нужен какой-либо мозг или какой-нибудь один единый центр принятия решений.

287500	287800	Не нужен.

288400	291280	Десятки тупых амёп слеваются в умного слезивика.

291440	294320	Тысячи муравьёв строит мастые плоты и собственных тел.

294520	296920	Термины возводят целые города в пустыне.

297140	299140	В тице летают сложенный стай,

299340	302240	а рыбы, к сиками вводят в супер крупных хищников,

302460	303560	чтобы технисъели.

304000	304900	Разные существа,

304900	309940	как транспорми, рассобираются вместе, чтобы выйти на качественно другой уровень жизни.

310560	313140	Да, друзья, на нашей планете в разных условиях

313140	315560	и в совершенно-разном масштабе миллионы

316140	317580	глупых организмов собираясь вместе,

318240	321500	обретают нечто напоминающая разум.

322140	322880	Разум, Рое.

325440	329300	Сейчас мы узнаете, для какой задачи не хватит всего времени на Земле.

329360	330800	Как заставить муравь я думать,

331020	333800	что он умер, а потом вернулся вставу света, что происходит,

334320	337420	когда алгоритмы с боят умиллионов на секомах сразу,

337460	339300	как в пустыне построить дом,

339520	341200	который будет охлаждать ещё сам себя,

341300	343440	как перевести на русский язык в чел.

343600	347100	Что они там нам говорят и как объясняют друг другу углы и расстояния?

347160	349360	Почему пчелом нельзя смотреть в зеркало?

349500	352660	Зачем кольмары во время охоты имитируют свецвёс?

352780	356240	Так бактерии в кишечнике выбирают хозяевом половых партнёров,

356360	362380	на что похож самое огромные в мире интеллик и как своими глазами увидеть и валютцию в бутылке.

362780	365400	Это будет очень интеллектуайный выпуск.

366160	367060	Садитесь по удобней.

385540	390440	ДИНАМИЧНАЯ МУЗЫКА

392800	393180	Где я?

395120	397440	И почему это странно, а дет,

398500	399460	персиски ковры,

399860	400440	интерьеры,

402140	402520	пуфле,

402940	403200	сузуки?

405440	409180	Задумайся, когда-нибудь, как сложно было арендовать подобное жилье, допустим,

409480	410220	150 лет назад.

410780	412480	А чало нужно было

413160	413840	упеть газету.

416660	420300	Вот шести комнатная квартира с водопроводом по вырымолокеем.

420360	421800	Выкделана, примерно вот так.

422100	423900	Но были варианты по проще, например,

424420	425020	только комната.

425380	426040	Ещё проще,

426160	427300	тогда угл в комнате.

427520	428700	Не хватает даже на угл,

428980	431800	тогда для вас в койка или даже половина койки.

432020	434020	Это минимальная гиденица жилья.

434340	436200	Не умеете читать в не страшных,

436260	438580	большинство в то время тоже не умеет читать.

438980	441680	Поэтому для них на окнах веселец специальной нестки.

442100	443980	Сини для сьема целые квартиры.

444180	445460	Белый для комнаты,

445620	447480	а зеленый для угла или койки.

447740	449100	Уожжи уже в советском союзе,

449300	451240	с просто надачой квартиру тоже был высокий,

451580	453900	но сдавать в рендов уже было нельзя.

454660	458300	Поэтому те, кто в командировках и туристы, селились в гостиницах,

458840	462040	а если хочешь квартиру или дом дает не в отпуске приезжай зимой,

462260	463920	оставляя залог на свой страх риск.

464220	470020	Все эти нерепые проблемы остались в прошлом и для этого выпуска мы сняли вот такой прекрасный эксклюзивный дом.

470180	471220	Для того, чтобы показать вам,

471820	473960	что на яндекс путешествий можно сеть что угодно.

474280	474540	Ателя,

474720	477620	а портаменты или такие необычные дома.

477880	481280	Вот собрались вынавох одной и всталицу закатов нижний Новгород.

481740	483440	Можете поселиться в чесень комателе?

483920	487180	Или выборьте апартамента на набережные и жить почти как местные?

487560	488920	А если хотите как в старину,

489180	491340	вам доступен целый кубпеческий клуб.

491660	495840	Для выбора оптимального рента всегда можно воспользоваться рейтингом и фильтрами.

496060	499980	А платить вы все это можете любое российское карты без уловок и хитрых с тем,

500220	502320	а заодно получить кижбок не только от банка,

502520	504120	но еще и от яндекс путешествий.

504360	507140	Они возвращают до 20% баллоны плюса.

507460	508120	Это в охвозе,

508420	511180	чтобы вызвать таксишку до рапорта и обратно.

511520	514320	Это как если бы выступить на затк стяли бы квартиру,

514640	516940	а кожба к им получили бы еще и из вовщика.

517380	522960	Переходите в посылке в описании и снимайте отели и опартаменты на любой вкус на яндекс путешествий.

523800	525560	А газеты прикольно горят.

533720	535440	И оп, и я слышали,

537260	537880	про задачу,

538440	539040	Кмива Яжура.

540300	542280	Это бродящий торговец на деком западе,

542440	544260	который разжает по городам,

544420	546600	продает тоник для ростоволов звены масла,

546720	549180	а от любой болезни и диксир, конечно же, молодости.

549960	550940	И другие поездные штуки.

551640	551740	Которые,

554200	554960	конечно же, не работает.

555860	557960	И если обман расхроется торговца,

559140	559420	по-весит.

559920	561320	Поэтому задачу Кмива Яжура,

561500	563680	конечно же, как можно быстрее объехать все города,

563940	565620	не посещая ни один из них дважды.

566200	568620	Звучит дисложно и решить можно просто им перебором.

568980	569360	Тем более,

569500	572300	что для 4 городов вариантов дороги всего 3,

572780	573120	а для 5,

573460	573820	12.

574540	575440	Но давайте посмотрим,

575780	576740	что же там будет дальше.

577220	579680	Для 6 городов вариантов дороги уже 60,

580120	581380	для 70, 360,

582140	583240	а для 8 городов,

583820	585440	2,5 тысячи.

585640	585980	Уже,

585980	588400	для 6,6 городов вариантов будет больше,

588420	589600	чем чистить свой вселенный.

590660	591700	Да, я понимаю,

592060	593440	очень сложно, вы-то поверить, конечно,

594180	595100	но сами посчитаете.

595360	596080	Но есть животные,

596120	597980	которые решают задачу Кмива Яжура,

598220	598680	каждый день.

599100	600000	А тогда секто это?

601200	602100	Это муравишки.

608320	608980	По отдельности,

609520	611220	каждый из них без просветнут.

612120	613560	Но вся колония вместе,

614620	615480	что правильно,

615960	616640	рывои интеллект.

616860	618180	Но в отличие от слизи Вика,

618580	619800	умровав есть свой язык.

620400	620960	Да, без звуков,

621420	621860	без слов,

622180	622540	но язык.

622800	628300	И что самое удивительное для этого языка у нас даже есть разговорник. Да,

628640	630880	и нашел его человек муравий.

631780	634940	Так, в народе, прозвали ученого Эдварда Уилсона.

635400	636540	Он первый заметил,

636560	637940	что если муравий умирает,

638480	639360	то первый и два дня,

639480	640480	на него никто не обращает внимание.

641320	643440	И только когда он начинает разлагаться,

644100	647460	другие муравьи относит его на муравьи на эклубища.

647680	648340	Велсон понял,

648480	650600	муравьи не обращают на собрата внимание,

651160	653900	потому что у них нет внимания.

654680	655980	Муравьи почти слипы ее,

656280	657640	и ориентироваются по ферамоном,

658020	660240	так что они тупы не видят мёртого собрата.

660840	663240	Но только когда он начинает пованивать,

664200	665700	они запускают процедуру по хороу.

665960	667100	На нашем человеческом это,

667100	668580	как если бы вы выбрасывали муравьи,

668600	670140	то и когда он начинает пахнуть.

670760	673620	Но о муравьи на эпохраны запускает вот этот ферамон.

674160	675400	Алиновая кислота.

676100	678160	Пацвета похожа на пацоночные масла.

678860	679620	Позапуха тоже.

679880	682140	Смерть муравья пахнет как пацоночное масло.

683020	684740	Если капнуть на него кагельку,

684960	688160	он сам пойдет на кладбище и начнет себя закапывать.

688280	689720	А как только запах вы ветрируется,

689920	691320	зомби поднимается из могилы,

691520	694060	умывается и как ни в чем не бывало и идет обратно в муравильник.

694200	697400	Но вопросов как и почему он вернулся с того свет.

697620	697740	Да,

698200	698460	абсолютно.

699040	699180	Просто.

699920	701440	Но это не все, что выяснил вылышен.

702000	703560	С помощью других ферамонов мы,

703620	706500	например, можем задавать направление движения на секомах.

706960	711840	Вы можете нарисовать дорожку любой формы и они будут стараться держаться ее между двумя узчиками.

712260	714240	И двигаться как троя бус попровода.

714680	715620	Так как можно заставить,

715940	718940	зигзагами ходить по пунктирной линии или по дуги.

719140	722420	То есть мы можем буквально контролировать поведение колонии.

722600	722700	Да,

723180	724240	при помощи ферамонов, конечно,

725220	725860	много и не скажешь,

726240	727400	но муравью много и не надо.

728480	730820	Где еда и как туда дойти, вот и все.

731620	734170	Ты как заставить муравильный шесть задачку, комбайжура.

734560	735040	Ну, жнах,

735480	737380	бутылочка, простого, советского.

738620	739640	Сладкого сиропа.

739880	740760	Инструкция простая,

740880	744160	находим муравильник и капаем 10 капель сиропа в нужных местах.

744480	746820	Первый муравиль чует еду и идет последов.

746900	748360	Помичай всю дорогу ферамонами.

748560	751160	Позелся воня немножко обошел все капли и вернулся в муравильник.

751460	752740	Потом по его следу пошли другие.

753020	753500	Но что важно,

753640	756160	каждый следующий пытался, по ним, много где-то срезать путь,

756400	757720	делая дорогу чуть чуть короче.

757980	761040	Ну, а дальше в силу вступает универсальным муравильное правило.

761200	763160	И если ты чувствуешь муравильную дорожку,

763380	764980	думать здесь нечего, да и нечем.

765460	766040	Иди по ней.

766500	772860	Такая простая установка в голове каждого отдельного муравяя и круче с шестьеренки большого муравильного рейвого интеллекта.

773300	775020	Чем для ней ферамоновает ропа,

775260	776300	тем реже по ней ходит.

776700	778480	И тем быстрее она испаряется,

778720	779620	а чем она короче,

779920	783880	тем чаще муравий пополняет ее запахом и она начинает вонять на вес лес.

784360	788160	В результате остаются самые вонючи и самые короткие пути.

788520	789620	Это как удобные тропинки,

789660	790780	по которым ходят люди,

790940	792140	обновляя их своими ступними.

792580	795940	В то время как длинные и непопулярные дороги зарастают травой.

796400	799260	Подотожа для ревого интеллекта нужно всего два условия.

799380	801120	Первая это огромная количества участников,

801440	804220	второе это средство информации,

804440	807000	которым можно будет отмениться на пример ферамоны.

807460	807760	А кстати,

807820	809700	знаете сколько всего ферамонов у муравья?

810580	811640	2,

812280	812780	3,

813340	813620	1.

815480	815900	Окладывайте,

816340	817900	одни запускают поиски еды.

818180	819500	Другие муравильные поохрымые,

819880	820800	третье социальность.

821360	822320	Но есть среди них,

822440	825260	те, которые заставляют их собраться в мягкострух пуры.

825760	827260	Как как трансформер?

827840	828240	Короче,

828620	830300	видите сюда детей к экранам,

830620	832300	чтобы они такие штуру.

833080	835840	В этом ведрении Земля и не на воз.

836000	838020	Все это огромный комок муравьев.

838260	839220	Спасаясь от воды,

839580	841800	они степили слабками и пройтись вместе,

841960	843160	у похожая напустилин.

843500	844960	Из него можно слипить мячик,

845220	846420	можно сжимать как пружину,

846800	848260	а если попытаться разорвать комок,

848380	849580	он будет сопротивляться.

849780	852840	В природе муравьи таким образом спасаются от новодений.

853320	855400	Собираются в огромный живой плот и две недели

855760	858380	путешествуют пока их не отнесёт к безопасному берегу.

858520	860240	При этом муравии даже не задыхаются.

860460	862840	Ведь между ними всегда есть пузырьки воздуха.

863040	866400	Другая способность муравьи на воороевого интеллекта собраться в огромный мост,

866780	871240	чтобы толпой, например, забить, кого-нибудь большого типа осиная гнизду,

871460	872840	который покует опричение им мешает.

873320	873560	1,

873980	876220	1, в центре карта, конечно, муравьи проиграет осье.

877020	877120	Да.

877120	878340	Но вот колония муравьев,

878660	879640	заваят и тысячу.

880000	880200	Ось.

880460	881840	А когда вы узнаете следующий факт,

882080	884760	вы поймете, что колоний ее называют неспроста.

885320	886860	Когда европейцы покоряли Америку,

887320	890600	они не знали, чтобы пути домой везут собой новых пассажиров,

890980	892260	аргентинских муравьев.

892740	896620	Они почти не встретили конкуренции и расселились сначала в Европе,

896700	897720	а затем и по всему миру.

898180	900980	Если сегодня взять аргентинского муравья из Ипонии,

901280	902720	Испании и Новый Зеландии,

903060	904860	то они узнают друг друга по запаху,

905460	906160	и не будут воевать.

906420	906880	Всё потому,

907080	910040	что они одна мировая супер колония.

910320	913840	Эти букашки забивают числом даже муравьев в гораздо крупнее из себя,

914240	917180	а на растениях разводит тлю и мочниство червя,

917760	920160	чтобы питаться их сладенькими выделениями.

920540	925460	То есть этот витмуравьев занимается с катовостом и буквально перестраивает планету под себя.

926280	928980	Подробнее об этом мы рассказываем в нашем телеграмм канале,

929160	931280	там же ты найдешь и другие,

931520	936640	не вошедшие факты и сможешь их обсудить с друзьями с родителями с кем угодно соседями,

937140	937700	подписывайтесь.

938060	938360	Вот он,

938700	939460	пожалуйста, кюрркод,

940640	941880	это вот это удачи.

942240	944280	Подписаться сегодня на наш канал, наконец-то.

944880	945620	Жду вас там.

946020	946920	А это мой личный,

947300	947500	так и.

947760	949740	Тем более в связи с замедением YouTube,

950420	951760	уведомления о новых роликах,

951800	953260	легче будет получать оттуда,

953780	954200	подписывайтесь.

954480	954780	Итак,

955180	961700	простей алгоритмы уже сотни миллионов лет позволяет муравьям вжевать практически в любых условиях.

962340	965840	Вам интересно, что будет, если такая отложная система,

966980	967480	даст сбой,

967980	970460	последствия будут нахлен катастрофически.

971460	974000	Допустим, один муравей ошибся и сделал клюк.

974400	977140	Поэтому же следов пошел второй и тоже начал кружить.

977540	981820	На ферамоны след приходят другим уровью и так накопливается порочный круг из ошибок.

982300	983220	Это приводит к тому,

983220	986720	что тысячи осебесливаются в огромном мураве в его роти.

987160	988640	Пока не умирает от истощения.

989220	991800	Если верить записка в натуралистов Улье Мобба,

992400	994640	который за жизнь обошел весь земной шар.

994860	996880	В Гайане он увидел муравь в его роти,

996880	999080	диаметром в 3700 метров.

999600	1001120	Это больше, что дело на лужники.

1001240	1001800	Подведем и тонь.

1002160	1005660	Каждый из муравь ее фабсолютно не мовер на туп.

1006060	1007700	Но когда они собираются в раево-интеллект,

1007820	1010060	то тысячи муравь они могут решать задача,

1010240	1012700	на которой супер компьютеру человека нужен,

1013160	1014800	да не хватит даже всего времени на земле.

1015600	1019780	Но иногда этот раево-интеллект сбойет и тысячи муравьи шах,

1020280	1023100	становится жертвами великого алгоритма.

1024740	1027040	Вот так вот устроены для этого маленькая всему.

1027960	1031000	Но что, если мы сделаем сейчас из муравьев, интервертов,

1032220	1036440	следить за мыслию и оставим их в идеальном жилище,

1036620	1038360	которая не будет входить в общей свою жилище,

1038440	1039420	то чтобы будет настолько идеально,

1039540	1041400	что можно прожить хоть тысячу лет на этом жилище.

1042900	1043320	То получится,

1044200	1045800	что правильно термиты.

1049930	1054000	Вы наверняка думаете, что термит это просто крупные муравьи,

1054420	1055820	которые разумбрёвно.

1056400	1058980	Но на самом деле термиты рост в инеки Траканов.

1060180	1062440	И самое интересное, они творятся в всем не в брёвных.

1062960	1064080	В африканских и южно

1064740	1068800	-американских пустынных полях есть целые застройки вот такими термитниками.

1069300	1070120	Да это не пеньки,

1070120	1073980	они баскрёбы из писка дерева и слюны каждый высотой до 8 метров,

1074380	1075180	что в этом особенно вы.

1075800	1078560	А вы попробуйте построить себе в пусты и дома слюны и писка.

1079540	1081400	Нем солнце разогребает писок так,

1081420	1082880	что можно жарить иишинцу.

1083480	1085600	То есть буквально ставишь с коворотку и жаришь.

1085820	1087180	Через минуту будет готово,

1087580	1088780	а термитов, чтобы поджарится,

1089140	1089860	нужно и того меньше.

1090360	1091960	Покров у него настолько тонкий,

1092020	1093860	что через него видно внутриности.

1094260	1096460	То есть жара должна буквально высушивать термитов.

1097100	1098640	Но за счет рейового интеллекта,

1098680	1100280	они поняли, где в пустыне холоднее всего.

1101220	1102800	А сейчас поймете и вы.

1103580	1105080	Вот а вы с меметровый термитник,

1105340	1107880	как думаете, где у меня мы живут на секомы может тут,

1108840	1111240	тут или тут и неравномерно по всей площади.

1111820	1112640	Не один из вариантов,

1112800	1115280	они живут в огромной камере под термитником.

1116020	1119460	Это все равно, что всем обитателем, будешь холиво переселиться на парковку.

1120460	1123120	Тогда зачем нужно остальное часть?

1123940	1127680	Вы поймете, когда осознаете, что термитник от насамдели не небоскреб,

1128420	1130120	а охлаждающая башня, как у Тец.

1130480	1132360	Нем нагрятый воздух поднимается вверх,

1132480	1134920	в утягиве более прохладное из нежних помещений.

1135240	1136220	В то время как термиты,

1136440	1139360	скаролевые или чинками прохлаждаются в угловной камере.

1139940	1140680	А ночью процесс

1141200	1141860	поворачивается в спять,

1142220	1146640	что плывоздух снизу выталкивает прохладный наружу и термиты не замерзают.

1146940	1149640	То есть зимля под термитником работает как огромный поурбенк,

1149980	1151240	днем она запасает тепло,

1151540	1153280	на ночь, а ночью холодный.

1153740	1156300	И все это построено без планов и чертежей.

1156740	1158800	Просто тысячи теракашек следую зубу,

1159380	1161980	roya выполняют простые инструкции.

1162860	1163340	И все,

1164040	1169540	какие именно иногда, чтобы понять, как что-то устроено, нужно сломать это.

1170140	1172140	И вы все правильно полеученные сломаль термитника.

1172820	1175820	В спустя пары минут на место происшествия сбегается толпана сикомых.

1176420	1181380	Первый термит кладет маленький комок земли в основании разрушенной стены и помечает ферамоном,

1181880	1186240	а остальные термиты начинают класть своей комочке рядом с ней мое рентирус как распаятому ферамону.

1186500	1189480	Только так, чтобы случайно не заморовать самого себя.

1189720	1190100	Потом,

1190100	1192860	когда гора землиновально термиты,

1193000	1193820	руют в ней норы.

1194340	1195900	Они делают это буквально на бум.

1196800	1198160	Но чтобы все работало,

1198400	1199800	у них тоже есть два правила.

1200360	1202680	Первая, когда я дешево тунали, помечай его ферамоном,

1203500	1205480	а если в тоннадежарка или наоборот холодно,

1205900	1207420	не ходи и не помечай.

1208020	1211540	Так, у самых удачных тонелей ферамоны след будет самым сильным.

1212240	1213060	И второй правило,

1213380	1214380	если потом налива общения,

1214520	1216380	никто не ходит и ферамоном там не пахнет.

1216940	1217780	Значит, он плохой,

1218180	1218760	не надежный.

1219040	1221080	Его надо застроить и прорыть новый.

1221300	1221460	То есть,

1221480	1223260	понимаете, доходы, руются, но угад,

1223920	1225940	но остаются только те, которые всем нравятся.

1226620	1227580	Так, методом пропа

1228340	1230360	ошибок строится идеальный термитник.

1231080	1233500	Но каждый раз, когда коршен, например, отклеивал вверху шкутермитника,

1234380	1237360	учен на его отпинали или вода затопила термитник.

1237820	1239020	Он восстанавливается.

1239360	1241200	Но каждый раз он делает это чуть выше.

1241480	1241640	То есть,

1241940	1244200	он чуть не растает и становится все выше и выше.

1244540	1246000	Именно по этому термитникам,

1246120	1248480	который постоянно перестраивается с большим,

1248600	1249860	негод и не два.

1250380	1251480	Они несколько сотен лет.

1252060	1253920	Может, поэтому, сограда файмилия в Борсилоне,

1254220	1255300	который по форме напоминает термитник,

1255640	1257400	не могут построить уже почти 150 лет.

1257960	1260300	А, когда мы сейчас только этим рекорсменным из юар лет?

1261180	1262160	Да, этим плоским халмом.

1262980	1263480	Треси чолет.

1264000	1264520	Треси чолет.

1264520	1264620	Треси чолет.

1265340	1268680	Берите больше 34 тысяч лет.

1269060	1269160	То есть,

1269460	1272030	они старшие всей человеческой цивилизации.

1272300	1276800	За это время у нас зародилась культура на скальная живой пись и архитектура.

1277240	1284380	А термиты все 34 тысяч лет тусульца в этих холмиков и не собирается никуда уходить.

1284660	1286700	Потому что что правильно работает не трош.

1287060	1288380	Хотя я в нашем человеческом мире,

1288420	1289820	кстати, есть такая конструкция.

1290840	1293440	И работает она, по тем же, принципам, что термитника.

1293920	1295980	Это ветра уловитель и ботгир,

1296400	1299320	который из-за прилив в древней персе еще несколько тысяч лет назад.

1299660	1306340	Это вертикальная башня буквально ловит ветер и помогает ему вытягивать холодные ночные воздуха из-подвала или резерву аросвадой.

1307000	1308120	Вот, а время горячий воздух,

1308580	1311220	доходит из верхушки ботгиры прямо как в термитнике.

1311560	1314740	В результате, в доме, на 10 градусов в холоднее,

1314960	1315600	ну, локс, только хорошо.

1316020	1317860	Древние персы пришли к этому.

1317960	1319360	Медан персисского тека.

1319760	1321240	Но 30 лет назад мы, к чему,

1321920	1324600	к праве, на спею термитов и хидеи.

1325340	1326100	Ну,

1326580	1326820	да,

1327820	1329460	кинуть туда не много современных тихо.

1330040	1331740	А конкретно, 2 вентилятора.

1331960	1337300	Ты 61 году архитектор Майк Пирс построил бизнес-центр самый крупный зимвабы.

1337540	1340100	Майк спректировал офис из бетонных блоков,

1340220	1341360	который ночью запасали холод,

1341580	1344420	отъем тепло, чтобы это происходило быстрее в основании здания,

1344520	1346220	напостаяло пару слабых вентиляторов,

1346500	1348080	которые из-за осоволевосдух внутрь.

1348300	1350820	И окна Майк тоже сделал какую термитов маленькими,

1351000	1352660	чтобы не терять драгоценный ветерок.

