3450	4200	Здравствуйте.

5480	5760	Да,

6420	7420	это борода.

8000	10740	Я уже спрашивал вас в моем телеграм-канале,

10980	13860	вы сказали, окей, го, вот только так надо снимать.

14020	14740	Хочу спросить у вас,

14800	16520	зрители на ютубе, как вам моя борода?

16700	17840	Прошу вас ее не ругать,

17980	20880	она молода, она стесняется, ей очень неловко,

21480	22860	ей очень неловко прямо сейчас.

23480	25360	И как видите,

25680	26880	у меня даже и триммера-то не было,

26940	28200	потому что я не был готов к бороде.

28340	30340	В общем, напишите, как моя борода, а я начинаю выпуск.

31480	33160	И у меня для вас вопрос.

33380	35000	Кто из вас был в Омске?

35240	36980	Даже если вы не были там ни дня,

37200	39860	вы легко запомните схему их метро.

40340	40840	Вот она,

41380	43160	библиотека имени Пушкина.

43320	45980	Да, всего одна станция, и с нее никуда не уедешь,

46100	47960	и до нее ниоткуда не доберешься.

48080	51560	Зайти в нее по билетику не получится, ведь она законсервирована.

52400	53940	В Москве такой проблемы нет,

54120	57020	здесь открывается до 10 станций каждый год.

57380	59180	Вот не поверите, но я, когда захожу в метро,

59260	62260	до сих пор ориентируюсь вот по этой схеме из 2010-го,

62340	63160	с одной кольцевой.

63340	65020	Хотя на самом деле метро выглядит вот так,

65160	66040	и это за 15 лет.

66420	69200	А вот так подземка должна выглядеть в 2100 году.

69320	72260	Представьте, целый отдел инженеров сидит и сочиняет,

72380	74720	куда бы им впихнуть очередную ветку.

75340	77200	Им нужно учитывать плотность населения,

77360	79600	нагрузку на транспорт и особенности ландшафта.

80220	82380	Сложная логистическая задача,

82900	86260	с которой справится даже плесень.

86500	89320	Итак, вашему вниманию, Физарум многоглавый.

89420	92560	Слизивикой главная звезда научпопа последних 10 лет.

92940	93720	Это не растение,

94060	95860	не животное и даже не гриб.

96040	97800	Он что-то вроде амебы,

97940	100040	которая доказывает, что чтобы быть умным,

101120	101880	не нужен мозг.

102080	103620	У Слизивика его тупо нет,

103860	108500	но он за сутки воспроизвел маршруты всех железных дорог вокруг Токио.

108600	110200	Только вдумайтесь, как он это сделал?

110860	112380	Просто хотел есть.

112800	115880	Слизивик любит овсянку и не любит солнечный свет.

116200	118020	Эти два факта ученые использовали.

118420	119640	Они взяли карту Токио,

119880	122040	в местах станции городов разложили овсянку,

122360	123740	а там, где горы и озера,

123980	125020	через которые нельзя строить,

125120	126960	светили Слизивику ярким светом.

127440	131380	Уже через несколько часов Слизивик начал тянуть к еде свои цитоплазменные тяжи.

132040	135420	Постепенно он заполнил все пространство и нашел еду.

136040	139680	Вместе с питательными веществами внутри него стала перетекать и информация.

140300	143460	Совсем скоро из всех маршрутов остались только кратчайшие,

143760	145900	а остальные буквально растворились.

146460	147160	Карта готова.

147480	150580	Когда ее наложили на существующую сетку железных дорог в Токио,

150680	153350	оказалось, что они почти полностью совпали.

153820	156120	То есть то, что инженеры проектировали годами,

156600	158080	Слизивик воспроизвел за сутки.

158680	159720	А как это возможно?

160860	164140	Дело в том, что ТЗ у людей и АМЕБ были похожими.

164440	168120	У инженеров задача проложить линии, затратив минимум материалов.

168480	170060	У Слизивика добраться до еды,

170240	172180	используя минимум своего тела.

172540	175040	Это как ночью дойти до холодильника, не включая мозг.

175360	177260	Ведь у Слизивика мозга нет.

177700	179380	Пока мы думаем, физарум действует.

179900	184040	По такому же принципу он воспроизвел железные дороги в Британии, Испании,

184420	186140	Португалии и куче других стран.

186540	188100	Его даже хотели использовать как археолога.

189100	191240	Показывайте Слизивику карту Римской империи,

191380	194400	а он предсказывает, как могла бы выглядеть дорога между городами.

194680	198680	В этих местах вы устраиваете раскопки и находите ту самую дорогу,

198860	200200	которую предсказал Слизивик.

200580	201980	Хоть в лабиринте его заточите,

202020	203420	он все равно найдет из него выход.

203840	206700	А не слишком ли много для одной АМЕБа переростка?

206800	207360	А кто вам сказал,

208260	209000	что она здесь одна?

209440	211540	Физарум неспроста называют многоглавым.

212160	216740	Когда-то эта лужица плесени состояла из миллионов отдельных особей.

217140	217820	Эти белые точки

218300	219000	тупые АМЕБы,

219400	220380	которые бегают туда-сюда,

220520	221220	пожирая субстрат.

221520	224780	Но когда еда заканчивается и наступают тяжелые времена,

225340	227400	они стекаются в единый организм

227780	228460	Слизивика.

228800	230160	И вот он уже не так глуп.

230700	233700	Встроит маршруты и даже обладает подобием памяти.

233940	234200	Думаете,

234260	237460	Слизивик способен на интеллектуальные подвиги только ради еды?

238700	240500	Ах вы шовинисты, вы его недооцениваете.

241040	242620	Он способен еще и ради разножения.

242680	245860	Поэтому, когда он чувствует, что конец близок,

246180	249360	он отращивает на теле капсулы с потомством, похожие на грибы.

249720	251380	Внутри них единственные клетки,

251440	252540	которые выживут.

252760	253400	Они легкие,

253620	255600	и ветер унесет их в другую часть леса,

255820	257680	подальше от дерьмовых условий,

257800	259060	в которых жил Слизивик.

259200	263060	Теперь его дети, тупые АМЕБы, проживут лучшую жизнь, чем он сам.

263560	265960	А вот теперь самое время задаться вопросом.

268120	270240	Что вообще происходит?

270820	272760	Почему это видео называется РАЕВОЙ ИНТЕЛЛЕКТ,

273020	274120	а вы, несколько минут,

274440	276700	слушаете захватывающую историю про Слизивика?

277180	279980	Все потому, что РАЕВЫМ ИНТЕЛЛЕКТОМ называют его поведение.

280920	285100	И для РАЕВОГО ИНТЕЛЛЕКТА не нужен какой-либо мозг или какой-нибудь один,

285420	287020	единый центр принятия решения.

287440	287820	Не нужен.

288160	291220	Десятки тупых АМЕБ сливаются в умного Слизивика.

291500	294100	Тысячи муравьев строят мосты и плоты из собственных тел.

294500	296960	Термиты возводят целые города в пустынях.

297140	299000	Птицы летают в слаженный стай.

299140	302220	А рыбы косяками вводят в ступор крупных хищников,

302380	303460	чтобы те их не съели.

304200	305720	Разные существа, как трансформеры,

306180	309940	собираются вместе, чтобы выйти на качественно другой уровень жизни.

310320	310480	Да,

310800	317560	друзья, на нашей планете в разных условиях и в совершенно разном масштабе миллионы глупых организмов, собираясь вместе,

318160	321460	обретают нечто напоминающее разум.

322380	322900	Разум РОЯ.

325060	329300	Сейчас вы узнаете, для какой задачи не хватит всего времени на Земле.

329380	330720	Как заставить муравья думать,

330860	332940	что он умер, а потом вернулся с того света.

333140	337360	Что происходит, когда алгоритмы сбоят у миллионов насекомых сразу.

337480	339240	Как в пустыне построить дом,

339500	341120	который будет охлаждать еще сам себя.

341280	343380	Как перевести на русский язык пчел.

343560	347040	Что они там нам говорят и как объясняют друг другу углы и расстояния.

347160	349340	Почему пчелам нельзя смотреть в зеркало.

349500	352600	Зачем кальмары во время охоты имитируют свет звезд.

352760	355680	Как бактерии в кишечнике выбирают хозяевам половых

355920	356020	партнеров.

356300	358700	На что похож самый огромный в мире интеллект.

358780	362380	И как своими глазами увидеть эволюцию в бутылке.

362800	365400	Это будет очень интеллектуальный выпуск.

366120	367060	Садитесь поудобнее.

391920	393160	Где я?

395100	395720	И почему я так

396420	397440	странно одет?

398480	399340	Персидские ковры,

399760	400420	интерьеры,

402060	403200	суфли Сузуки.

405240	406400	Задумывались вы когда-нибудь,

406580	408640	как сложно было арендовать подобное жилье,

408680	410220	допустим, 150 лет назад?

410740	413820	Для начала нужно было купить газету.

416600	419980	Вот шестикомнатная квартира с водопроводом повара Малакеем.

420360	421840	Выглядела она примерно вот так.

422040	423280	Но были варианты и попроще.

423480	423780	Например,

424180	424960	только комната.

425300	425980	Еще проще.

426120	428700	Тогда угол в комнате не хватает даже на угол.

428940	431580	Тогда для вас койка или даже половина койки.

432020	433980	Это минимальная единица жилья.

434240	435160	Не умеете читать?

435420	436000	Не страшно.

436300	438580	Большинство в то время тоже не умели читать.

438980	441620	Поэтому для них на окнах висели специальные листки.

442100	443940	Синий для съема целой квартиры,

444160	447400	белый для комнаты, а зеленый для угла или койки.

447680	449080	Позже, уже в Советском Союзе,

449220	451100	спрос на дачу и квартиру тоже был высокий.

451440	453820	Но сдавать все это в аренду уже было нельзя.

454640	458300	Поэтому те, кто в командировках и туристы, селились в гостиницах.

458680	461140	А если хочешь квартиру или дом для летнего отпуска,

461220	463940	приезжай зимой, оставляя залог на свой страх и риск.

464220	466420	Все эти нелепые проблемы остались в прошлом.

466620	470020	И для этого выпуска мы сняли вот такой прекрасный эксклюзивный дом.

470120	473880	Для того, чтобы показать вам, что на Яндекс.Путешествиях можно снять что угодно.

474160	477500	Отели, апартаменты или такие необычные дома.

477880	481240	Вот собрались вы на выходные в столицу закатов Нижний Новгород.

481800	487140	Можете поселиться в чистеньком отеле или выбрать апартаменты на набережной и жить почти как местный.

487540	488820	А если хотите как в старину,

489120	491280	вам доступен целый купеческий клуб.

491540	495760	Для выбора оптимального варианта всегда можно воспользоваться рейтингом и фильтрами.

496120	499920	Оплатить вы все это можете любой российской картой без уловок и хитрых схем.

500180	502260	А заодно получить кэшбэк не только от банка,

502500	503820	но еще и от Яндекс.Путешествий.

504360	507080	Они возвращают до 20% баллами плюса.

507440	511200	Этого хватит, чтобы вызвать таксишку до аэропорта и обратно.

511540	514200	Это как если бы вы 150 лет назад сняли бы квартиру,

514500	516720	а кэшбэком получили бы еще и извозчика.

517320	521160	Переходите по ссылке в описании и снимайте отели и апартаменты на любой вкус.

521820	523100	На Яндекс.Путешествиях.

523740	525480	А газеты прикольно горят.

532890	534540	Йоп,

534880	535320	ян.

536220	539020	Слышали про задачу камевой ежора?

539960	542220	Да, это бродячий торговец на Диком Западе,

542360	544160	который разъезжает по городам,

544360	545320	продает тоник для роста волос,

545540	549060	взмены масла от любой болезни и эликсир, конечно же, молодости.

549580	549800	Вот.

549960	550900	И другие полезные штуки.

551320	551460	Да.

552800	553100	Которые,

554200	554980	конечно же, не работают.

555820	559420	И если обман раскроется, торговца повесит.

559880	561280	Поэтому задача камевой ежора,

561400	563620	конечно же, как можно быстрее объехать все города,

563800	565600	не посещая ни один из них дважды.

566020	568620	Звучит несложно и решить можно простым перебором.

568960	572200	Тем более, что для четырех городов вариантов дороги всего три,

572600	573960	а для пяти – двенадцать.

574440	575380	Но давайте посмотрим,

575720	576660	что же там будет дальше.

577140	579740	Для шести городов вариантов дороги уже шестьдесят,

580020	581820	для семи – триста шестьдесят,

582120	585320	а для восьми городов – две с половиной тысячи.

585660	588340	Уже для шестидесяти шести городов вариантов будет больше,

588480	589540	чем частицы во Вселенной.

590580	590740	Да,

591080	592860	я понимаю, очень сложно в это поверить,

593260	595030	конечно, но сами посчитайте.

595180	598680	Но есть животные, которые решают задачу камевой ежоры каждый день.

599000	599760	А вот догадайся, кто это?

601180	603440	Это муравьишки.

606780	608980	По отдельности,

609400	611500	каждый из них беспросветно тут.

612120	613380	Но вся колония вместе.

614500	614700	Что?

615080	615400	Правильно,

615860	616700	роевой интеллект.

616880	617920	Но в отличие от слезовика,

618460	619820	у муравьев есть свой язык.

620100	620220	Да,

620340	622540	без звуков, без слов, но язык.

622740	623780	И что самое удивительное,

624300	627540	для этого языка у нас даже есть разговорник.

627880	628140	Да.

628620	629440	И нашел его

630240	631400	человек муравей.

631700	634840	Так в народе прозвали ученого Эдварда Уилсона.

635400	638000	Он первый заметил, что если муравей умирает,

638400	640680	то первые два дня на него никто не обращает внимания.

641340	643400	И только когда он начинает разлагаться,

644240	647080	другие муравьи относят его на муравьиное кладбище.

647560	648280	Уилсон понял,

648400	650600	муравьи не обращают на собрата внимания,

651040	651740	потому что

652980	653900	у них нет внимания.

654540	657600	Муравьи почти слепые и ориентируются по феромонам,

657920	660240	так что они тупо не видят мертвого собрата.

660780	663200	Но только когда он начинает пованивать,

664100	665680	они запускают процедуру похорон.

665960	669100	На нашем человеческом это как если бы вы выбрасывали мусор только тогда,

669240	670140	когда он начинает пахнуть.

670680	673580	Ну а муравьиные похороны запускает вот этот феромон.

674100	675500	Алиновая кислота.

675980	678100	По цвету похоже на подсолнечное масло.

678840	679600	По запаху тоже.

679860	682140	Чувствуется смерть муравья пахнет как подсолнечное масло.

682960	684540	Если капнуть на него капельку,

684720	688160	он сам пойдет на кладбище и начнет себя закапывать.

688220	689600	А как только запах выветривается,

689940	691280	зомби поднимается из могилы,

691420	692820	умывается и как ни в чем не бывало,

692880	694040	идет обратно в муравейник.

694260	697040	Ноль вопросов, как и почему он вернулся с того света.

697540	697660	Да,

697980	698440	абсолютно.

698940	699180	Просто...

699820	700460	Но это не все,

700580	701480	что выяснил Уилсон.

701940	703300	С помощью других феромонов мы,

703600	706680	например, можем задавать направление движения насекомых.

706920	709200	Вы можете нарисовать дорожку любой формы,

709280	711820	и они будут стараться держаться ее между двумя усиками.

712200	714240	И двигаться как троллейбус по проводам.

714640	716780	Так их можно заставить зигзагами ходить,

716880	718900	по пунктирной линии или по дуге.

719020	722400	То есть мы можем буквально контролировать поведение колонии.

722900	724080	Да, при помощи феромонов, конечно,

724780	727380	многое не скажешь, но муравью многое не надо.

728320	730020	Где еда и как туда дойти.

730300	730700	Вот и все.

731440	734320	Так как заставить муравья решать задачку камевая жора?

734500	739500	Нужна бутылочка простого советского сладкого сиропа.

739940	740680	Инструкция простая.

740760	743940	Находим муравейник и капаем 10 капель сиропа в нужных местах.

744580	746560	Первый муравей чует еду и идет по следу,

746920	748320	помечая всю дорогу феромонами.

748460	751220	Взял себя немножко, обошел все капли и вернулся в муравейник.

751420	752680	Потом по его следу пошли другие.

752880	753420	Но что важно,

753560	755900	каждый следующий пытался понемногу где-то срезать путь,

756360	757720	делая дорогу чуть-чуть короче.

757880	761020	Ну а дальше в силу вступает универсальное муравьинное правило.

761120	763020	Если ты чувствуешь муравьиную дорожку,

763180	764820	думать здесь нечего, да и нечем.

765440	765980	Иди по ней.

766400	772900	Такая простая установка в голове каждого отдельного муравья и кручет шестеренки большого муравьинного рыевого интеллекта.

773340	774960	Чем длиннее феромоновая тропа,

775220	776420	тем реже по ней ходит,

776600	778380	и тем быстрее она испаряется.

778700	779560	А чем она короче,

779860	781960	тем чаще муравьи пополняют ее запахом,

782320	783920	и она начинает вонять на весь лес.

784320	788020	В результате остаются самые вонючие и самые короткие пути.

788460	789580	Это как удобные тропинки,

789640	790560	по которым ходят люди,

790800	792120	обновляя их своими ступнями.

792400	795840	В то время как длинные и непопулярные дороги зарастают травой.

796380	796760	Подытожим.

796880	799220	Для рыевого интеллекта нужно всего два условия.

799460	801080	Первое, это огромное количество участников.

801360	805420	Второе, это средства информации, которым можно будет обмениваться.

805480	805760	Например,

806520	806940	феромоны.

807420	809600	А кстати, знаете, сколько всего феромонов у муравья?

811300	811600	Два,

811960	812500	три,

813080	813760	тысяча.

815320	816000	Около двадцати.

816280	817680	Одни запускают поиски еды,

818020	819400	другие муравьины похороны,

819740	820740	третья — социальность.

821280	822500	Но есть среди них те,

822660	825300	которые заставляют их собраться в мега структуры,

825760	826860	как трансформеры.

827960	828180	Короче,

828500	830340	введите сюда детей к экранам,

830600	832540	чтобы они такие, чтооооооо?

832800	833720	Фуууу.

833880	835780	В этом ведре не земля и не навоз,

836000	837940	все это огромный комок муравьев.

838220	839080	Спасаясь от воды,

839500	843100	они сцепились лапками и превратились в месиво, похожее на пластилин.

843500	844920	Из него можно слепить мячик,

845100	846380	можно сжимать как пружину,

846680	848260	а если попытаться разорвать комок,

848280	849460	он будет сопротивляться.

849680	852860	В природе муравьи таким образом спасаются от наводнений.

853320	856180	Собираются в огромный живой плод и две недели путешествуют,

856320	858280	пока их не отнесет к безопасному берегу.

858420	860220	При этом муравьи даже не задыхаются,

860360	862800	ведь между ними всегда есть пузырьки воздуха.

863000	866420	Другая способность муравьиного роевого интеллекта — собраться в огромный мост,

866760	869100	чтобы толпой, например, забить кого-нибудь большого,

869520	872920	типа осиное гнездо, которое по какой-то причине им мешает.

873240	874620	Один на один в центре карты,

874740	876700	конечно, муравьи проиграют оси, да.

876960	880180	Но вот колония муравьев завалит и тысячу ос.

880440	881840	А когда вы узнаете следующий факт,

881980	884740	вы поймете, что колонии ее называют неспроста.

885320	886880	Когда европейцы покоряли Америку,

887180	892280	они не знали, что по пути домой везут с собой новых пассажиров — аргентинских муравьев.

892660	896280	Они почти не встретили конкуренции и расселились сначала в Европе,

896580	897740	а затем и по всему миру.

898200	900940	Если сегодня взять аргентинского муравья из Японии,

901160	902660	Испании и Новой Зеландии,

902960	906260	то они узнают друг друга по запаху и не будут воевать.

906360	909960	Все потому что они — одна мировая суперколония.

910260	913700	Эти букашки забивают числом даже муравьев гораздо крупнее себя,

914080	917140	а на растениях разводят тлю и мучнистого червя,

917740	920200	чтобы питаться их сладенькими выделениями.

920520	925440	То есть этот вид муравьев занимается скотоводством и буквально перестраивает планету под себя.

926280	929000	Подробнее об этом мы рассказываем в нашем телеграм-канале.

929180	934540	Там же ты найдешь и другие невошедшие факты и сможешь их обсудить с друзьями,

934720	936580	с родителями, с кем угодно, с соседями.

936940	937640	Подписывайтесь.

937860	939440	Вот он, пожалуйста, QR-код.

939840	943560	Это вот это удача — подписаться сегодня на наш канал.

943780	944200	Наконец-то!

944900	945440	Жду вас там.

945920	947480	А это мой личный ТГ.

947800	953160	Тем более в связи с замедлением Ютуба уведомления о новых роликах легче будет получать оттуда.

953480	953960	Подписывайтесь.

954380	954640	Итак,

954980	960900	простые алгоритмы уже сотни миллионов лет позволяют муравьям выживать практически в любых условиях.

962220	967540	Вам интересно, что будет, если такая отлаженная система даст сбой?

967880	970480	Последствия будут нахрен катастрофическими.

971160	973960	Допустим, один муравей ошибся и сделал крюк.

974300	977060	По этому же следу пошел второй и тоже начал кружить.

977500	979600	На феромоны и след приходят другие муравьи,

979680	981820	и так накапливается порочный круг из ошибок.

982260	983120	Это приводит к тому,

983220	986720	что тысячи особей сливаются в огромном муравьевороте,

987140	988680	пока они умирают от истощения.

989140	991820	Если верить запискам натуралиста Уильяма Бибба,

992200	994640	который за жизнь обошел весь земной шар,

994960	998820	в Гайане он увидел муравьеворот диаметром в 370 метров.

999160	1001080	Это больше стадиона Лужники.

1001220	1001860	Подведем итоги.

1002180	1005660	Каждый из муравьев абсолютно неимоверно туп.

1006020	1007700	Но когда они собираются в роевой интеллект,

1007780	1009980	например, тысячи муравьев, они могут решать задачи,

1010220	1012620	на которые суперкомпьютеру-человеку нужен,

1013200	1014820	да не хватит даже всего времени на Земле.

1015480	1018180	Но иногда этот роевой интеллект забоит,

1018700	1019800	и тысячи муравьишек

1020540	1021280	становятся жертвами

1022120	1023100	великого алгоритма.

1024680	1027280	Вот так вот устроена эта маленькая вселенная.

1027960	1030300	Но что если мы сделаем сейчас из муравьев интровертов,

1032160	1032860	следить за мыслью,

1033400	1036400	и оставим их в идеальном жилище,

1036620	1038320	которое они не будут входить вообще из своего жилища,

1038380	1039400	потому что оно будет настолько идеальным,

1039500	1041400	что можно прожить хоть тысячу лет в этом жилище,

1042840	1043780	то получится что?

1044580	1045800	Правильно, термиты.

1049530	1054040	Вы наверняка думаете, что термиты это просто такие крупные муравьи,

1054460	1055840	которые грозут бревна.

1056320	1058980	Но на самом деле термиты родственники тараканов.

1060080	1062460	И самое интересное, они творят совсем не в бревнах.

1062920	1068680	В африканских и южноамериканских пустынных полях есть целые застройки вот такими термитниками.

1068700	1068800	Да,

1069460	1071040	это не пеньки, а небоскребы из песка,

1071380	1074120	дерева и слюны, каждой высотой до 8 метров.

1074300	1075040	Что в этом особенного?

1075780	1078700	А вы попробуйте построить себе в пустыне дом из слюны и песка.

1079500	1081180	Днем солнце разогревает песок так,

1081360	1082800	что можно жарить яичницу.

1083400	1085600	То есть буквально ставишь сковородку и жаришь.

1085780	1087240	Через минуту будет готово.

1087440	1088760	А термиту, чтобы поджариться,

1089080	1089900	нужно и того меньше.

1090220	1091860	Покров у него настолько тонкий,

1092000	1093940	что через него видно внутренности.

1094200	1096460	То есть жара должна буквально высушивать термитов.

1097060	1099000	Но за счет роевого интеллекта они поняли,

1099140	1100420	где в пустыне холоднее всего.

1100980	1102740	А сейчас поймете и вы.

1103540	1104960	Вот 8-метровый термитник.

1105320	1105780	Как думаете,

1105880	1106620	где в нем живут насекомые?

1107360	1107860	Может, тут,

1108220	1108460	тут,

1109000	1109440	или тут?

1109980	1111280	Или равномерно по всей площади?

1111640	1112520	Ни один из вариантов.

1112740	1115300	Они живут в огромной камере под термитником.

1116000	1119440	Это все равно, что всем обитателям Бурдж-Халифа переселиться на парковку.

1120380	1123200	Тогда зачем нужна остальная часть?

1123920	1126240	Вы поймете, когда осознаете, что термитник — это

1126280	1127660	на самом деле не небоскреб,

1128280	1130060	а охлаждающая башня, как у ТЭЦ.

1130360	1132360	Днем нагретый воздух поднимается вверх,

1132620	1134900	вытягивая более прохладный из нижних помещений.

1135140	1137600	В то время как термиты с королевой и личинками

1137720	1139640	прохлаждаются в главной камере.

1139860	1141840	А ночью процесс поворачивается вспять.

1142260	1143180	Теплый воздух снизу

1143340	1146660	выталкивает прохладный наружу, и термиты не замерзают.

1146840	1148620	То есть земля под термитником работает как

1148840	1149620	огромный пауэрбэнк.

1149880	1151760	Днем она запасает тепло на ночь,

1151980	1153420	а ночью — холод на день.

1153740	1154560	И все это построено

1154580	1156300	без планов и чертежей.

1156860	1158900	Просто тысячи таракашек, следуя зову Роя,

1160060	1161900	выполняют простые инструкции,

1162760	1163240	и все.

1164060	1164680	Какие именно?

1164960	1169260	Иногда, чтобы понять, как что-то устроено, нужно сломать это.

1170060	1172080	И вы все правильно поняли, ученые сломали термитник.

1172780	1175860	Спустя пару минут на место происшествия сбегается толпа насекомых.

1176360	1177660	Первый термит кладет маленький

1177660	1181340	комок земли в основание разрушенной стены и помечает феромоном.

1181740	1183160	А остальные термиты начинают

1183320	1184620	класть свои комочки рядом с ним,

1185100	1186260	ориентируясь как раз по этому феромону.

1186500	1186980	Только так,

1187160	1189400	чтобы случайно не замуровать самого себя.

1189600	1192140	Потом, когда гора земли навалена,

1192340	1193800	термиты роют в ней норы.

1194360	1195880	Они делают это буквально наобум.

1196480	1198100	Но чтобы все работало,

1198280	1199680	у них тоже есть два правила.

1200240	1200460	Первое.

1200720	1201660	Когда идешь по туннелю,

1201760	1203020	помечай его феромоном.

1203360	1204600	А если в туннеле жарко или,

1204700	1207360	наоборот, холодно, не ходи и не помечай.

1207820	1211440	Так у самых удачных туннелей феромонный след будет самым сильным.

1212120	1212960	И второе правило.

1213240	1216380	Если по туннелю вообще никто не ходит и феромоном там не пахнет,

1216940	1217760	значит он плохой,

1218120	1218760	ненадежный.

1218960	1221040	Его надо застроить и прорыть новый.

1221200	1223220	То есть, понимаете, да, ходы роются наугад,

1223800	1225920	но остаются только те, которые всем нравятся.

1226580	1228020	Так, методом проб и ошибок,

1228420	1230400	строится идеальный термитник.

1230980	1233860	Но каждый раз, когда Коршун, например, отклевал верхушку термитника,

1234300	1237180	ученые его отпинали или вода затопила термитник,

1237780	1238920	он восстанавливается.

1239260	1241160	Но каждый раз он делает это чуть выше.

1241360	1244140	То есть, он чуть нарастает и становится все выше и выше.

1244680	1249680	Именно поэтому термитникам, которые постоянно перестраиваются, то есть большим, не год и не два,

1250140	1251500	а несколько сотен лет.

1251880	1253860	Может, поэтому Саграда Фамилия в Барселоне,

1254040	1255320	который по форме напоминает термитник,

1255520	1257360	не могут построить уже почти 150 лет.

1257860	1260200	А как думаете, сколько этим рекордсменам из ЮАР лет?

1261100	1262200	Да, этим плоским холмам.

1262900	1263440	Тысяча лет?

1263940	1264740	Две тысячи лет?

1265460	1266080	Берите больше,

1266420	1268720	34 тысячи лет.

1268940	1269100	То есть,

1269320	1271980	они старше всей человеческой цивилизации.

1272360	1274580	За это время у нас зародилась культура,

1274840	1276860	наскальная живопись и архитектура.

1277100	1284320	А термиты все 34 тысячи лет тусуются в этих холмиках и не собираются никуда уходить.

1284580	1286640	Потому что что правильно работает, не трожь.

1287060	1288280	Хотя и в нашем человеческом мире,

1288400	1289320	кстати, есть такая конструкция.

1290040	1293300	Вот, и работает она по тем же принципам, что и термитник.

1293900	1295940	Это ветроуловитель или бадгир,

1296160	1299420	который изобрели в Древней Персии еще несколько тысяч лет назад.

1299720	1306460	Эта вертикальная башня буквально ловит ветер и помогает ему вытягивать холодный ночной воздух из подвала или резервуара с водой.

1306880	1311000	В это время горячий воздух выходит из верхушки бадгира прямо как в термитнике.

1311560	1314360	В результате в доме на 10 градусов холоднее,

1314540	1315500	плохо, что не хорошо,

1315960	1319340	Древние Персии пришли к этому методом персидского тыка.

1319640	1324580	Но 30 лет назад мы уж прям откровенно спилили у термитов их идеи.

1325100	1326000	Но,

1326560	1326800	но

1327760	1329400	докинули туда немного современных технологий.

1330120	1331740	А конкретно два вентилятора.

1331860	1337320	В 1991 году архитектор Майк Пирс построил бизнес-центр в самой крупной Зимвабве.

1337440	1339980	Майк спроектировал офис из бетонных блоков,

1340160	1341380	которые ночью запасали холод,

1341500	1342120	а днем тепло.

1342360	1343560	Чтобы это происходило быстрее,

1343620	1346120	в основании здания он поставил пару слабых вентиляторов,

1346260	1348080	которые и засасывали воздух внутрь.

